Term,Acad Group,Subject,Catalog Nbr,Course Title,Component,Units
Fall 2017,"Literature, Science & the Arts",Macromolecular Science (MACROMOL),890,Intro Res Technique,IND,1.00-8.00
Fall 2017,"Literature, Science & the Arts",Macromolecular Science (MACROMOL),990,Diss-Precand,IND,1.00-8.00
Fall 2017,"Literature, Science & the Arts",Macromolecular Science (MACROMOL),995,Diss-Cand,IND,8
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),105,"Data,Fncns,Graphs",LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),115,Calculus I,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),116,Calculus II,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),145,Houghton Calc Wkp I,LAB,2
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),147,Interest Theory,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),156,App Honors Calc II,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),175,Intro to Cryptology,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),185,Honors Calc I,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),214,App Linear Algebra,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),215,Calculus III,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),216,Intro Diff Equat,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),217,Linear Algebra,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),285,Honors Calc III,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),286,Hnr Diff Equations,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),289,Problem Seminar,SEM,1
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),295,Honors Math I,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),312,Appl Mod Algebra,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),316,Differential Equatn,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),351,Princ of Analysis,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),371,Num Meth Engr,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),385,Elem Sch Teach,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),395,Honors Analysis I,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),399,Independent Reading,IND,1.00-6.00
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),404,Interm Diff Eqns,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),412,Intro Mod Algebra,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),417,Matrix Algebra I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),419,Lin Sp Matrx Thy,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),420,Adv Linear Algebra,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),423,Math of Finance,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),424,Cmp Int&Life Ins,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),425,Intro Probabil,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),429,Internship,IND,1
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),431,Geom-Teachers,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),450,Adv Math Engrs I,LEC,4
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),451,Adv Calculus I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),454,Bndry Val Prob-Pde,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),463,Math Model Biol,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),465,Intro Combinatorics,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),471,Intr Num Meth,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),472,Num Meth Fin Appl,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),481,Intro Math Logic,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),486,Concepts Basic,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),490,Intro to Topology,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),493,Honors Algebra I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),497,Topics Elem Math,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),499,Independent Reading,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),501,AIM Student Sem,SEM,1
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),520,Life Contin I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),523,Loss Models I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),525,Probability,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),526,Disc Stoc Proc,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),531,Trans Groups Geom,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),540,Math of Bio Networks,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),555,Complex Variables,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),556,Appl Fn Analysis,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),558,Appl Nonlinear Dyn,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),561,Linear Pro I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),565,Comb & Graph Theory,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),568,Math & Comp Neurosci,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),571,Num Lin Algebra,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),573,Fin Math I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),591,Differentiable Manif,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),593,Algebra I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),596,Analysis I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),602,Real Analysis II,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),606,Adv Stoch An,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),612,Algebra II,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),614,Commuta Algebra,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),623,Computationl Finance,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),625,Pro&Ran Pro I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),627,Appl Stoc Proc,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),631,Algebraic Geom I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),636,Topics Diff Geom,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),656,Intro to PDEs,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),663,Nonlin Prog,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),665,Combinator Thry I I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),675,Analytic Theo Nos,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),678,Modular Forms,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),682,Set Theory,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),695,Algebraic Top I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),697,Topics in Topology,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),700,Dir Read-Research,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),711,Adv Algebra,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),731,Topics Alg Geom I,LEC,3
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),929,Internship,IND,1
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),990,Diss-Precand,IND,1.00-8.00
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),993,G S I Training,LEC,1
Fall 2017,"Literature, Science & the Arts",Mathematics (MATH),995,Diss-Cand,IND,8
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),250,Ital Renaissance Art,LEC,4
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),253,Rise & Fall Mid Ages,LEC,4
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),316,Medieval Women,LEC,3
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),323,French Enlightenment,LEC,3
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),325,Islam in South Asia,LEC,4
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),350,Lit in Engl-1660,LEC,4
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),360,Med&Early Mod Topics,LEC,3
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),367,Shakespeare Plays,LEC,4
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),375,Celtic&Nordic Myth,LEC,3
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),465,Chaucer,REC,3
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),490,Directed Readings,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),611,Med&EM Study Topics,SEM,3
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),890,Dir Research Study,IND,2.00-3.00
Fall 2017,"Literature, Science & the Arts",Medieval and Early Modern Studies (MEMS),891,Dir Research Study,IND,2.00-3.00
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",300,Undergrad Research,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",306,Genetics Laboratory,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",310,Intro Biochemistry,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",396,Science Outreach,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",397,Writing in Biology,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",399,Experimental Design,SEM,1
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",400,Advanced Research,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",401,Advanced Topics,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",416,Bioinformatics,LEC,4
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",421,Topics in Neurobio,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",423,Neurobiology Lab,LAB,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",424,Behav Neurobio Lab,LAB,2
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",427,Molecular Biology,LEC,4
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",428,Cell Biology,LEC,4
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",430,Molec Bio of Plants,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",436,Intro Immunology,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",454,Cytoskeletal Dynamic,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",455,Cell Biol Neurodegen,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",462,Epigenetics,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",499,Research Ethics-Bio,SEM,1
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",596,Science Outreach,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",600,Topics in MCDB,SEM,1
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",610,Principles Neuro I,SEM,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",611,Neurochem/Neuropharm,SEM,1
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",613,Circuits/Comp NS,SEM,1
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",614,Model Organisms,LEC,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",615,Cellular&Molec Biol,SEM,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",623,Molecular Neuro Lab,LAB,3
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",632,Exp Genetics Systems,LEC,1
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",700,Advanced Studies,IND,1.00-8.00
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",800,Biology Seminar,SEM,1
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",801,Supervised Teaching,SEM,1
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",990,Diss-Precand,IND,1.00-8.00
Fall 2017,"Literature, Science & the Arts","Molecular, Cellular and Developmental Biology (MCDB)",995,Diss-Cand,IND,8
Fall 2017,"Literature, Science & the Arts",Arabic Language (ARABIC),101,Elementary Arabic I,REC,5
Fall 2017,"Literature, Science & the Arts",Arabic Language (ARABIC),201,Intermed Arabic I,REC,5
Fall 2017,"Literature, Science & the Arts",Arabic Language (ARABIC),401,Advanced Arabic I,REC,5
Fall 2017,"Literature, Science & the Arts",Arabic Language (ARABIC),499,Ind Study in Arabic,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",Arabic Language (ARABIC),501,Adv Arabic Conv&Comp,REC,3
Fall 2017,"Literature, Science & the Arts",Arabic Language (ARABIC),507,Arab Syn Semantics,LEC,3
Fall 2017,"Literature, Science & the Arts",Arabic Language (ARABIC),607,Arabic Syn&Semantics,LEC,3
Fall 2017,"Literature, Science & the Arts",Arabic Language (ARABIC),612,Arab Teaching Method,SEM,4
Fall 2017,"Literature, Science & the Arts",Armenian Language (ARMENIAN),201,Inter West Armen I,REC,4
Fall 2017,"Literature, Science & the Arts",Armenian Language (ARMENIAN),389,Armenians in Turkey,LEC,3
Fall 2017,"Literature, Science & the Arts",Armenian Language (ARMENIAN),499,Ind Study Armenian,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",Armenian Language (ARMENIAN),601,Intr West Armenian I,REC,4
Fall 2017,"Literature, Science & the Arts",Hebrew Language (HEBREW),101,Elem Mod Hebrew I,REC,5
Fall 2017,"Literature, Science & the Arts",Hebrew Language (HEBREW),102,Elem Hebrew II,REC,5
Fall 2017,"Literature, Science & the Arts",Hebrew Language (HEBREW),201,Intermed Hebrew I,REC,5
Fall 2017,"Literature, Science & the Arts",Hebrew Language (HEBREW),301,Advanced Hebrew I,REC,3
Fall 2017,"Literature, Science & the Arts",Hebrew Language (HEBREW),404,Israeli Lit&Culture,SEM,3
Fall 2017,"Literature, Science & the Arts",Hebrew Language (HEBREW),409,Mod Hebrew Readings,IND,1
Fall 2017,"Literature, Science & the Arts",Hebrew Language (HEBREW),499,Ind Study in Hebrew,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),200,Intro to Middle East,LEC,4
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),202,World Rel:Near East,LEC,4
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),207,Lnd Israel-Palestine,LEC,4
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),218,Armenia Cult&Ethn,LEC,3
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),238,The Historical Jesus,LEC,4
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),239,Myth Ancient N East,LEC,3
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),243,Anc Egypt&World,LEC,4
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),275,Intro Arab-Amer Std,LEC,4
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),276,What is Judaism?,LEC,4
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),281,Jews in Modern World,LEC,4
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),285,Visual Culture Islam,LEC,4
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),291,HU Topics in NES,SEM,3
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),295,Sem in NearEast Stds,SEM,3
Fall 2017,"Literature, Science & the Arts",Near Eastern Studies (NEAREAST),320,Ottoman History II,LEC,3
